,0,1
125,36.0,0.35714285700000004
126,36.0,0.072727273
127,36.0,0.120689655
128,36.0,0.333333333
129,36.0,0.08620689699999999
130,36.0,0.05
131,36.0,0.271186441
132,36.0,0.017241378999999998
133,36.0,0.018867925
134,36.0,0.051724137999999996
135,36.0,0.05
136,36.0,0.020408163
137,36.0,0.33898305100000004
138,36.0,0.035714286
139,36.0,0.228070175
140,36.0,0.245614035
141,36.0,0.13559322
142,36.0,0.083333333
143,36.0,0.0
144,36.0,0.0
145,36.0,0.192307692
146,36.0,0.363636364
147,36.0,0.14035087699999999
148,36.0,0.033333333
149,36.0,0.072727273
150,36.0,0.25
151,36.0,0.078431373
152,36.0,0.254545455
153,36.0,0.084745763
154,36.0,0.055555556
155,36.0,0.034482759
156,36.0,0.068965517
157,36.0,0.071428571
158,36.0,0.06779661
159,36.0,0.018867925
160,36.0,0.016666667
161,36.0,0.0
162,36.0,0.0
163,36.0,0.016666667
164,49.0,0.071428571
165,49.0,0.057692308
166,49.0,0.272727273
167,49.0,0.017857143
168,49.0,0.033333333
169,49.0,0.035087718999999996
170,49.0,0.016949153
171,49.0,0.034482759
172,49.0,0.37037037
173,49.0,0.0
174,49.0,0.11666666699999999
175,49.0,0.118644068
176,49.0,0.033898305
177,49.0,0.107142857
178,49.0,0.33898305100000004
179,49.0,0.122807018
180,49.0,0.19298245600000002
181,49.0,0.132075472
182,49.0,0.117647059
183,49.0,0.406779661
184,49.0,0.036363636
185,49.0,0.037037037
186,49.0,0.016666667
187,49.0,0.033898305
188,49.0,0.016666667
189,49.0,0.46666666700000003
190,49.0,0.0
191,49.0,0.033898305
192,49.0,0.035714286
193,49.0,0.084745763
194,49.0,0.30909090899999997
195,49.0,0.06779661
196,49.0,0.018518519
197,49.0,0.037037037
198,49.0,0.016666667
199,49.0,0.283333333
200,49.0,0.053571429000000004
201,49.0,0.051724137999999996
202,49.0,0.15
203,49.0,0.017241378999999998
204,49.0,0.11666666699999999
205,49.0,0.016666667
206,49.0,0.43103448299999997
207,49.0,0.018181818
208,49.0,0.035714286
209,49.0,0.155172414
210,49.0,0.034482759
211,49.0,0.0
212,49.0,0.018181818
213,49.0,0.413793103
214,49.0,0.0
215,49.0,0.1
216,49.0,0.19298245600000002
217,49.0,0.23214285699999998
218,49.0,0.0
219,49.0,0.050847458
220,49.0,0.06779661
221,49.0,0.018181818
222,49.0,0.45762711899999997
223,49.0,0.127272727
224,49.0,0.10344827599999999
225,49.0,0.018867925
226,49.0,0.25862069
227,49.0,0.381818182
228,49.0,0.351851852
229,49.0,0.017857143
230,49.0,0.096153846
231,49.0,0.0
232,49.0,0.15
233,49.0,0.107142857
234,49.0,0.05
235,49.0,0.290909091
236,49.0,0.36842105299999994
237,49.0,0.19298245600000002
238,49.0,0.075471698
239,49.0,0.016949153
240,49.0,0.081632653
241,49.0,0.071428571
242,49.0,0.0
243,49.0,0.036363636
244,49.0,0.0
245,49.0,0.01754386
246,49.0,0.0
247,49.0,0.166666667
248,49.0,0.224137931
249,49.0,0.41071428600000004
250,49.0,0.11666666699999999
251,49.0,0.034482759
252,49.0,0.275862069
253,49.0,0.016949153
254,49.0,0.20689655199999998
255,49.0,0.035087718999999996
256,49.0,0.035714286
257,49.0,0.344827586
258,49.0,0.019230768999999998
259,49.0,0.298245614
260,49.0,0.327272727
261,49.0,0.120689655
262,49.0,0.0
263,49.0,0.050847458
264,49.0,0.2
265,49.0,0.018518519
266,49.0,0.433962264
267,49.0,0.0
268,49.0,0.316666667
269,49.0,0.038461537999999997
270,49.0,0.016949153
271,49.0,0.035087718999999996
272,49.0,0.053571429000000004
273,49.0,0.037735849
274,49.0,0.0
275,49.0,0.036363636
276,49.0,0.0
277,49.0,0.28301886800000003
278,49.0,0.017241378999999998
279,49.0,0.0
280,49.0,0.052631579000000005
281,49.0,0.0
282,49.0,0.20338983100000002
283,49.0,0.310344828
284,49.0,0.033898305
285,49.0,0.173076923
286,49.0,0.12962963
287,49.0,0.16071428599999998
288,49.0,0.06779661
289,49.0,0.018867925
290,49.0,0.017241378999999998
291,49.0,0.18333333300000001
292,49.0,0.169491525
293,49.0,0.017241378999999998
294,49.0,0.08620689699999999
295,49.0,0.122807018
296,49.0,0.052631579000000005
297,49.0,0.04444444400000001
298,49.0,0.228070175
299,49.0,0.518518519
300,49.0,0.35593220299999995
301,49.0,0.175438596
302,49.0,0.5
303,49.0,0.310344828
304,64.0,0.35
305,64.0,0.4
306,64.0,0.25862069
307,64.0,0.051724137999999996
308,64.0,0.017241378999999998
309,64.0,0.17857142899999998
310,64.0,0.25
311,64.0,0.288135593
312,64.0,0.344827586
313,64.0,0.016949153
314,64.0,0.041666667000000004
315,64.0,0.016949153
316,64.0,0.228070175
317,64.0,0.034482759
318,64.0,0.074074074
319,64.0,0.14285714300000002
320,64.0,0.185185185
321,64.0,0.016949153
322,64.0,0.20689655199999998
323,64.0,0.436363636
324,64.0,0.016949153
325,64.0,0.035087718999999996
326,64.0,0.076923077
327,64.0,0.125
328,64.0,0.096153846
329,64.0,0.271186441
330,64.0,0.035087718999999996
331,64.0,0.036363636
332,64.0,0.16
333,64.0,0.068965517
334,64.0,0.2
335,64.0,0.19298245600000002
336,64.0,0.0
337,64.0,0.081632653
338,64.0,0.068965517
339,64.0,0.036363636
340,64.0,0.333333333
341,64.0,0.4
342,64.0,0.016666667
343,64.0,0.15
344,64.0,0.01754386
345,64.0,0.298245614
346,64.0,0.137931034
347,64.0,0.0
348,64.0,0.169491525
349,64.0,0.264150943
350,64.0,0.01754386
351,64.0,0.10526315800000001
352,64.0,0.017241378999999998
353,64.0,0.10344827599999999
354,64.0,0.050847458
355,64.0,0.089285714
356,64.0,0.051724137999999996
357,64.0,0.016666667
358,64.0,0.071428571
359,64.0,0.293103448
360,64.0,0.018518519
361,64.0,0.016949153
362,64.0,0.0
363,64.0,0.118644068
364,64.0,0.15789473699999998
365,64.0,0.02
366,64.0,0.16071428599999998
367,64.0,0.40740740700000005
368,64.0,0.072727273
369,64.0,0.06557377
370,64.0,0.14035087699999999
371,64.0,0.0
372,64.0,0.188679245
373,64.0,0.23214285699999998
374,64.0,0.133333333
375,64.0,0.23214285699999998
376,64.0,0.084745763
377,64.0,0.350877193
378,64.0,0.10344827599999999
379,64.0,0.2
380,64.0,0.016949153
381,64.0,0.06779661
382,64.0,0.228070175
383,64.0,0.17857142899999998
384,64.0,0.118644068
385,64.0,0.175438596
386,64.0,0.017241378999999998
387,64.0,0.152173913
388,64.0,0.051724137999999996
389,64.0,0.039215686
390,64.0,0.175438596
391,64.0,0.237288136
392,64.0,0.053571429000000004
393,64.0,0.18965517199999998
394,64.0,0.036363636
395,64.0,0.22033898300000002
396,64.0,0.37037037
397,64.0,0.0
398,64.0,0.034482759
399,64.0,0.13559322
400,64.0,0.403508772
401,64.0,0.350877193
402,64.0,0.275862069
403,64.0,0.145454545
404,64.0,0.016949153
405,64.0,0.042553191
406,64.0,0.137931034
407,64.0,0.0
408,64.0,0.25
409,64.0,0.35714285700000004
410,64.0,0.06779661
411,64.0,0.218181818
412,64.0,0.020408163
413,64.0,0.070175439
414,64.0,0.034482759
415,64.0,0.0
416,64.0,0.017857143
417,64.0,0.0
418,64.0,0.133333333
419,64.0,0.068965517
420,64.0,0.25862069
421,64.0,0.033333333
422,64.0,0.034482759
423,64.0,0.17857142899999998
424,64.0,0.016949153
425,64.0,0.017241378999999998
426,64.0,0.314814815
427,64.0,0.156862745
428,64.0,0.0
429,64.0,0.0
430,64.0,0.288135593
431,64.0,0.22
432,64.0,0.314814815
433,64.0,0.181818182
434,64.0,0.033898305
435,64.0,0.068965517
436,64.0,0.05
437,64.0,0.017241378999999998
438,64.0,0.269230769
439,64.0,0.275862069
440,64.0,0.0
441,64.0,0.0
442,64.0,0.01754386
443,64.0,0.24137931
444,64.0,0.037037037
445,64.0,0.148148148
446,64.0,0.43859649100000003
447,64.0,0.0
448,64.0,0.08
449,64.0,0.222222222
450,64.0,0.083333333
451,64.0,0.0
452,64.0,0.066666667
453,64.0,0.092592593
454,64.0,0.0
455,64.0,0.087719298
456,64.0,0.169491525
457,64.0,0.033898305
458,64.0,0.379310345
459,64.0,0.033898305
460,64.0,0.057692308
461,64.0,0.23636363600000002
462,64.0,0.15
463,64.0,0.037735849
464,64.0,0.166666667
465,64.0,0.078431373
466,81.0,0.016666667
467,81.0,0.016666667
468,81.0,0.254237288
469,81.0,0.305084746
470,81.0,0.05
471,81.0,0.075471698
472,81.0,0.19298245600000002
473,81.0,0.125
474,81.0,0.016949153
475,81.0,0.035714286
476,81.0,0.072727273
477,81.0,0.10526315800000001
478,81.0,0.214285714
479,81.0,0.016949153
480,81.0,0.087719298
481,81.0,0.055555556
482,81.0,0.137931034
483,81.0,0.350877193
484,81.0,0.0
485,81.0,0.10526315800000001
486,81.0,0.01754386
487,81.0,0.01754386
488,81.0,0.033333333
489,81.0,0.06557377
490,81.0,0.0
491,81.0,0.188679245
492,81.0,0.272727273
493,81.0,0.01754386
494,81.0,0.175438596
495,81.0,0.35593220299999995
496,81.0,0.132075472
497,81.0,0.310344828
498,81.0,0.016949153
499,81.0,0.111111111
500,81.0,0.050847458
501,81.0,0.46153846200000004
502,81.0,0.152542373
503,81.0,0.016666667
504,81.0,0.035087718999999996
505,81.0,0.04
506,81.0,0.01754386
507,81.0,0.0
508,81.0,0.275862069
509,81.0,0.345454545
510,81.0,0.15789473699999998
511,81.0,0.0
512,81.0,0.18333333300000001
513,81.0,0.40740740700000005
514,81.0,0.037735849
515,81.0,0.089285714
516,81.0,0.22033898300000002
517,81.0,0.017241378999999998
518,81.0,0.214285714
519,81.0,0.38333333299999994
520,81.0,0.33898305100000004
521,81.0,0.0
522,81.0,0.089285714
523,81.0,0.33928571399999996
524,81.0,0.16071428599999998
525,81.0,0.034482759
526,81.0,0.050847458
527,81.0,0.066666667
528,81.0,0.058823529000000006
529,81.0,0.0
530,81.0,0.322033898
531,81.0,0.068965517
532,81.0,0.058823529000000006
533,81.0,0.033333333
534,81.0,0.016666667
535,81.0,0.017241378999999998
536,81.0,0.033333333
537,81.0,0.166666667
538,81.0,0.0
539,81.0,0.175438596
540,81.0,0.186440678
541,81.0,0.033898305
542,81.0,0.016666667
543,81.0,0.240740741
544,81.0,0.017241378999999998
545,81.0,0.016949153
546,81.0,0.431372549
547,81.0,0.175438596
548,81.0,0.034482759
549,81.0,0.456140351
550,81.0,0.08620689699999999
551,81.0,0.070175439
552,81.0,0.333333333
553,81.0,0.101694915
554,81.0,0.22033898300000002
555,81.0,0.10344827599999999
556,81.0,0.20338983100000002
557,81.0,0.087719298
558,81.0,0.275862069
559,81.0,0.474576271
560,81.0,0.018867925
561,81.0,0.056603774
562,81.0,0.051724137999999996
563,81.0,0.288135593
564,81.0,0.050847458
565,81.0,0.20689655199999998
566,81.0,0.016949153
567,81.0,0.21052631600000002
568,81.0,0.035087718999999996
569,81.0,0.016666667
570,81.0,0.035087718999999996
571,81.0,0.22033898300000002
572,81.0,0.107142857
573,81.0,0.316666667
574,81.0,0.050847458
575,81.0,0.0
576,81.0,0.133333333
577,81.0,0.092592593
578,81.0,0.50877193
579,81.0,0.12962963
580,81.0,0.040816327
581,81.0,0.068965517
582,81.0,0.172413793
583,81.0,0.24
584,81.0,0.0
585,81.0,0.01754386
586,81.0,0.37037037
587,81.0,0.035714286
588,81.0,0.11666666699999999
589,81.0,0.326530612
590,81.0,0.0
591,81.0,0.0
592,81.0,0.033333333
593,81.0,0.21052631600000002
594,81.0,0.06
595,81.0,0.222222222
596,81.0,0.018181818
597,81.0,0.05
598,81.0,0.017857143
599,81.0,0.096153846
600,81.0,0.25
601,81.0,0.26666666699999997
602,81.0,0.01754386
603,81.0,0.107142857
604,81.0,0.155172414
605,81.0,0.033898305
606,81.0,0.28070175399999997
607,81.0,0.310344828
608,81.0,0.263157895
609,81.0,0.034482759
610,81.0,0.038461537999999997
611,81.0,0.017241378999999998
612,81.0,0.132075472
613,81.0,0.19298245600000002
614,81.0,0.084745763
615,81.0,0.307692308
616,81.0,0.017241378999999998
617,81.0,0.118644068
618,81.0,0.237288136
619,81.0,0.20689655199999998
620,81.0,0.490909091
621,81.0,0.035087718999999996
622,81.0,0.254237288
623,81.0,0.275862069
624,81.0,0.033333333
625,81.0,0.052631579000000005
626,81.0,0.016949153
627,81.0,0.04
628,81.0,0.016949153
629,81.0,0.019230768999999998
630,81.0,0.06779661
631,81.0,0.052631579000000005
632,81.0,0.0
633,81.0,0.0
634,81.0,0.118644068
635,81.0,0.02
636,81.0,0.118644068
637,81.0,0.016666667
638,81.0,0.0
639,81.0,0.26666666699999997
640,81.0,0.137931034
641,81.0,0.037735849
642,81.0,0.06779661
643,81.0,0.036363636
644,81.0,0.362068966
645,81.0,0.033333333
646,81.0,0.071428571
647,81.0,0.084745763
648,81.0,0.0
649,81.0,0.215686275
650,81.0,0.016949153
651,81.0,0.444444444
652,81.0,0.066666667
653,81.0,0.037037037
654,81.0,0.23214285699999998
655,81.0,0.271186441
656,81.0,0.034482759
657,81.0,0.033333333
658,81.0,0.20689655199999998
659,81.0,0.017241378999999998
660,81.0,0.169491525
661,81.0,0.1
662,81.0,0.033333333
663,81.0,0.016949153
664,81.0,0.018867925
665,81.0,0.01754386
666,81.0,0.033898305
667,81.0,0.19298245600000002
668,81.0,0.10526315800000001
669,100.0,0.016666667
670,100.0,0.0
671,100.0,0.016949153
672,100.0,0.074074074
673,100.0,0.033333333
674,100.0,0.016949153
675,100.0,0.05
676,100.0,0.070175439
677,100.0,0.05
678,100.0,0.109090909
679,100.0,0.034482759
680,100.0,0.016666667
681,100.0,0.050847458
682,100.0,0.016949153
683,100.0,0.016666667
684,100.0,0.133333333
685,100.0,0.33898305100000004
686,100.0,0.084745763
687,100.0,0.25862069
688,100.0,0.25
689,100.0,0.118644068
690,100.0,0.017857143
691,100.0,0.33928571399999996
692,100.0,0.016666667
693,100.0,0.101694915
694,100.0,0.145454545
695,100.0,0.267857143
696,100.0,0.264150943
697,100.0,0.033898305
698,100.0,0.016949153
699,100.0,0.071428571
700,100.0,0.052631579000000005
701,100.0,0.0
702,100.0,0.033333333
703,100.0,0.0
704,100.0,0.14285714300000002
705,100.0,0.245614035
706,100.0,0.0
707,100.0,0.089285714
708,100.0,0.04
709,100.0,0.035087718999999996
710,100.0,0.0
711,100.0,0.068965517
712,100.0,0.18333333300000001
713,100.0,0.035714286
714,100.0,0.125
715,100.0,0.01754386
716,100.0,0.545454545
717,100.0,0.017241378999999998
718,100.0,0.066666667
719,100.0,0.016949153
720,100.0,0.228070175
721,100.0,0.10526315800000001
722,100.0,0.017857143
723,100.0,0.06779661
724,100.0,0.081632653
725,100.0,0.016949153
726,100.0,0.016949153
727,100.0,0.333333333
728,100.0,0.14285714300000002
729,100.0,0.344827586
730,100.0,0.155172414
731,100.0,0.0
732,100.0,0.017857143
733,100.0,0.406779661
734,100.0,0.379310345
735,100.0,0.01754386
736,100.0,0.040816327
737,100.0,0.2
738,100.0,0.425531915
739,100.0,0.051724137999999996
740,100.0,0.070175439
741,100.0,0.15
742,100.0,0.033333333
743,100.0,0.01754386
744,100.0,0.055555556
745,100.0,0.20338983100000002
746,100.0,0.321428571
747,100.0,0.181818182
748,100.0,0.051724137999999996
749,100.0,0.071428571
750,100.0,0.068965517
751,100.0,0.051724137999999996
752,100.0,0.186440678
753,100.0,0.275862069
754,100.0,0.084745763
755,100.0,0.122807018
756,100.0,0.2
757,100.0,0.18333333300000001
758,100.0,0.0
759,100.0,0.016949153
760,100.0,0.0
761,100.0,0.107142857
762,100.0,0.066666667
763,100.0,0.272727273
764,100.0,0.0
765,100.0,0.20689655199999998
766,100.0,0.0
767,100.0,0.033898305
768,100.0,0.016666667
769,100.0,0.036363636
770,100.0,0.017241378999999998
771,100.0,0.033898305
772,100.0,0.070175439
773,100.0,0.15
774,100.0,0.0
775,100.0,0.037735849
776,100.0,0.0
777,100.0,0.016666667
778,100.0,0.0
779,100.0,0.133333333
780,100.0,0.0
781,100.0,0.127272727
782,100.0,0.120689655
783,100.0,0.0
784,100.0,0.066666667
785,100.0,0.172413793
786,100.0,0.052631579000000005
787,100.0,0.0
788,100.0,0.10526315800000001
789,100.0,0.133333333
790,100.0,0.237288136
791,100.0,0.0
792,100.0,0.0
793,100.0,0.14285714300000002
794,100.0,0.034482759
795,100.0,0.186440678
796,100.0,0.039215686
797,100.0,0.377358491
798,100.0,0.403508772
799,100.0,0.090909091
800,100.0,0.034482759
801,100.0,0.363636364
802,100.0,0.186440678
803,100.0,0.14035087699999999
804,100.0,0.122807018
805,100.0,0.28070175399999997
806,100.0,0.101694915
807,100.0,0.185185185
808,100.0,0.070175439
809,100.0,0.163636364
810,100.0,0.10344827599999999
811,100.0,0.294117647
812,100.0,0.034482759
813,100.0,0.033898305
814,100.0,0.034482759
815,100.0,0.185185185
816,100.0,0.152542373
817,100.0,0.169491525
818,100.0,0.08620689699999999
819,100.0,0.017241378999999998
820,100.0,0.2
821,100.0,0.0
822,100.0,0.0
823,100.0,0.5932203389999999
824,100.0,0.0
825,100.0,0.0
826,100.0,0.26666666699999997
827,100.0,0.087719298
828,100.0,0.32
829,100.0,0.033333333
830,100.0,0.125
831,100.0,0.173076923
832,100.0,0.068965517
833,100.0,0.172413793
834,100.0,0.362068966
835,100.0,0.111111111
836,100.0,0.081632653
837,100.0,0.018518519
838,100.0,0.016949153
839,100.0,0.10344827599999999
840,100.0,0.15789473699999998
841,100.0,0.0
842,100.0,0.034482759
843,100.0,0.118644068
844,100.0,0.051724137999999996
845,100.0,0.0
846,100.0,0.322033898
847,100.0,0.070175439
848,100.0,0.036363636
849,100.0,0.050847458
850,100.0,0.035714286
851,100.0,0.016666667
852,100.0,0.10344827599999999
853,100.0,0.070175439
854,100.0,0.0
855,100.0,0.054545455
856,100.0,0.172413793
857,100.0,0.0
858,100.0,0.056603774
859,100.0,0.4
860,100.0,0.228070175
861,100.0,0.0
862,100.0,0.050847458
863,100.0,0.052631579000000005
864,100.0,0.0
865,100.0,0.233333333
866,100.0,0.5
867,100.0,0.233333333
868,100.0,0.35593220299999995
869,100.0,0.016949153
870,100.0,0.25862069
871,100.0,0.0
872,100.0,0.101694915
873,100.0,0.30909090899999997
874,100.0,0.054545455
875,100.0,0.057692308
876,100.0,0.033333333
877,100.0,0.018181818
878,121.0,0.23636363600000002
879,121.0,0.0
880,121.0,0.018867925
881,121.0,0.068965517
882,121.0,0.018518519
883,121.0,0.25
884,121.0,0.033898305
885,121.0,0.017857143
886,121.0,0.25862069
887,121.0,0.396226415
888,121.0,0.0
889,121.0,0.035714286
890,121.0,0.474576271
891,121.0,0.0
892,121.0,0.175438596
893,121.0,0.0
894,121.0,0.075471698
895,121.0,0.016949153
896,121.0,0.083333333
897,121.0,0.05
898,121.0,0.072727273
899,121.0,0.033333333
900,121.0,0.25862069
901,121.0,0.051724137999999996
902,121.0,0.051724137999999996
903,121.0,0.0
904,121.0,0.056603774
905,121.0,0.033898305
906,121.0,0.038461537999999997
907,121.0,0.01754386
908,121.0,0.033898305
909,121.0,0.169491525
910,121.0,0.0
911,121.0,0.0
912,121.0,0.083333333
913,121.0,0.133333333
914,121.0,0.018518519
915,121.0,0.11666666699999999
916,121.0,0.070175439
917,121.0,0.18333333300000001
918,121.0,0.016666667
919,121.0,0.033898305
920,121.0,0.033898305
921,121.0,0.14035087699999999
922,121.0,0.033898305
923,121.0,0.066666667
924,121.0,0.222222222
925,121.0,0.070175439
926,121.0,0.05
927,121.0,0.0
928,121.0,0.092592593
929,121.0,0.05
930,121.0,0.101694915
931,121.0,0.051724137999999996
932,121.0,0.017241378999999998
933,121.0,0.303571429
934,121.0,0.186440678
935,121.0,0.016949153
936,121.0,0.035714286
937,121.0,0.034482759
938,121.0,0.016949153
939,121.0,0.21666666699999998
940,121.0,0.152542373
941,121.0,0.016949153
942,121.0,0.15
943,121.0,0.31578947399999996
944,121.0,0.036363636
945,121.0,0.033898305
946,121.0,0.035087718999999996
947,121.0,0.052631579000000005
948,121.0,0.181818182
949,121.0,0.377358491
950,121.0,0.066666667
951,121.0,0.25
952,121.0,0.034482759
953,121.0,0.0
954,121.0,0.333333333
955,121.0,0.052631579000000005
956,121.0,0.017241378999999998
957,121.0,0.033898305
958,121.0,0.0
959,121.0,0.089285714
960,121.0,0.071428571
961,121.0,0.125
962,121.0,0.017857143
963,121.0,0.152542373
964,121.0,0.033333333
965,121.0,0.166666667
966,121.0,0.089285714
967,121.0,0.078431373
968,121.0,0.05
969,121.0,0.066666667
970,121.0,0.224137931
971,121.0,0.016666667
972,121.0,0.018181818
973,121.0,0.275862069
974,121.0,0.050847458
975,121.0,0.033333333
976,121.0,0.053571429000000004
977,121.0,0.122807018
978,121.0,0.0
979,121.0,0.051724137999999996
980,121.0,0.10344827599999999
981,121.0,0.2
982,121.0,0.0
983,121.0,0.30612244899999996
984,121.0,0.36842105299999994
985,121.0,0.11320754699999999
986,121.0,0.016949153
987,121.0,0.050847458
988,121.0,0.0
989,121.0,0.033333333
990,121.0,0.298245614
991,121.0,0.057692308
992,121.0,0.15789473699999998
993,121.0,0.016666667
994,121.0,0.0
995,121.0,0.0
996,121.0,0.035087718999999996
997,121.0,0.071428571
998,121.0,0.20338983100000002
999,121.0,0.01754386
1000,121.0,0.092592593
1001,121.0,0.058823529000000006
1002,121.0,0.084745763
1003,121.0,0.035714286
1004,121.0,0.08620689699999999
1005,121.0,0.068965517
1006,121.0,0.18965517199999998
1007,121.0,0.10344827599999999
1008,121.0,0.018181818
1009,121.0,0.034482759
1010,121.0,0.107142857
1011,121.0,0.13559322
1012,121.0,0.017857143
1013,121.0,0.087719298
1014,121.0,0.20754717
1015,121.0,0.05
1016,121.0,0.066666667
1017,121.0,0.20338983100000002
1018,121.0,0.186440678
1019,121.0,0.23214285699999998
1020,121.0,0.033898305
1021,121.0,0.4
1022,121.0,0.0
1023,121.0,0.137931034
1024,121.0,0.018518519
1025,121.0,0.118644068
1026,121.0,0.050847458
1027,121.0,0.175438596
1028,121.0,0.25
1029,121.0,0.035714286
1030,121.0,0.017857143
1031,121.0,0.31578947399999996
1032,121.0,0.035087718999999996
1033,121.0,0.016949153
1034,121.0,0.14035087699999999
1035,121.0,0.066666667
1036,121.0,0.017241378999999998
1037,121.0,0.0
1038,121.0,0.055555556
1039,121.0,0.066666667
1040,121.0,0.428571429
1041,121.0,0.122807018
1042,121.0,0.033898305
1043,121.0,0.181818182
1044,121.0,0.155172414
1045,121.0,0.051724137999999996
1046,121.0,0.033333333
1047,121.0,0.083333333
1048,121.0,0.071428571
1049,121.0,0.037735849
1050,121.0,0.10526315800000001
1051,121.0,0.016949153
1052,121.0,0.017241378999999998
1053,121.0,0.31578947399999996
1054,121.0,0.08620689699999999
1055,121.0,0.016949153
1056,121.0,0.133333333
1057,121.0,0.071428571
1058,121.0,0.267857143
1059,121.0,0.09433962300000001
1060,121.0,0.0
1061,121.0,0.039215686
1062,121.0,0.36842105299999994
1063,121.0,0.101694915
1064,121.0,0.05
1065,121.0,0.016666667
1066,121.0,0.237288136
1067,121.0,0.051724137999999996
1068,121.0,0.23214285699999998
1069,121.0,0.033333333
1070,121.0,0.083333333
1071,121.0,0.11666666699999999
1072,121.0,0.05
1073,121.0,0.413793103
1074,121.0,0.072727273
1075,121.0,0.186440678
1076,121.0,0.068965517
1077,121.0,0.071428571
1078,121.0,0.06779661
1079,121.0,0.11666666699999999
1080,121.0,0.017241378999999998
1081,121.0,0.05
1082,121.0,0.0
1083,121.0,0.20338983100000002
1084,121.0,0.050847458
1085,121.0,0.017241378999999998
1086,121.0,0.017241378999999998
1087,121.0,0.137931034
1088,121.0,0.053571429000000004
1089,121.0,0.19298245600000002
1090,121.0,0.263157895
1091,121.0,0.084745763
1092,121.0,0.016949153
1093,121.0,0.017241378999999998
1094,121.0,0.034482759
1095,121.0,0.26666666699999997
1096,121.0,0.074074074
1097,121.0,0.254237288
1098,121.0,0.055555556
1099,121.0,0.016949153
1100,121.0,0.033333333
1101,121.0,0.071428571
1102,121.0,0.076923077
1103,121.0,0.054545455
1104,121.0,0.22033898300000002
1105,121.0,0.263157895
1106,121.0,0.016949153
1107,121.0,0.0
1108,121.0,0.0
1109,121.0,0.20689655199999998
1110,121.0,0.033898305
1111,121.0,0.3
1112,121.0,0.0
1113,121.0,0.08620689699999999
1114,121.0,0.254237288
1115,121.0,0.38596491200000005
1116,121.0,0.16981132100000002
1117,121.0,0.036363636
1118,121.0,0.0
1119,144.0,0.379310345
1120,144.0,0.237288136
1121,144.0,0.018867925
1122,144.0,0.0
1123,144.0,0.051724137999999996
1124,144.0,0.15789473699999998
1125,144.0,0.033333333
1126,144.0,0.051724137999999996
1127,144.0,0.036363636
1128,144.0,0.28571428600000004
1129,144.0,0.271186441
1130,144.0,0.06779661
1131,144.0,0.10344827599999999
1132,144.0,0.036363636
1133,144.0,0.033898305
1134,144.0,0.051724137999999996
