article No. 	 Words 	 sentences 	 Luhn Rouge1 	 Luhn Rouge2 	 TextRank-Word_count Rouge1 	 TextRank-Word_count Rouge2 	 TextRank-word2vec Rouge1 	 TextRank-word2vec Rouge2
3802	49	7	0.229166666667	0.0847457627119	0.0416666666667	0.0	0.0416666666667	0.0
3803	256	16	0.386363636364	0.0909090909091	0.477272727273	0.163636363636	0.272727272727	0.0363636363636
3804	256	16	0.375	0.0338983050847	0.416666666667	0.135593220339	0.645833333333	0.338983050847
3805	225	15	0.591836734694	0.186440677966	0.612244897959	0.186440677966	0.387755102041	0.0677966101695
3806	484	22	0.301886792453	0.0166666666667	0.377358490566	0.05	0.584905660377	0.166666666667
3807	196	14	0.217391304348	0.0338983050847	0.152173913043	0.0	0.195652173913	0.0508474576271
3808	576	24	0.352941176471	0.122807017544	0.549019607843	0.245614035088	0.450980392157	0.175438596491
3809	324	18	0.477272727273	0.16	0.477272727273	0.16	0.386363636364	0.1
3810	100	10	0.352941176471	0.103448275862	0.56862745098	0.344827586207	0.627450980392	0.396551724138
3811	289	17	0.734693877551	0.568965517241	0.69387755102	0.568965517241	0.69387755102	0.568965517241
3812	900	30	0.4	0.140350877193	0.46	0.228070175439	0.32	0.0701754385965
3813	169	13	0.355555555556	0.157894736842	0.244444444444	0.0350877192982	0.422222222222	0.175438596491
3814	289	17	0.212765957447	0.0338983050847	0.276595744681	0.0508474576271	0.340425531915	0.0169491525424
3815	81	9	0.148936170213	0.0175438596491	0.0212765957447	0.0	0.0212765957447	0.0
3816	144	12	0.416666666667	0.169491525424	0.5	0.271186440678	0.375	0.135593220339
3817	144	12	0.408163265306	0.12962962963	0.265306122449	0.0	0.489795918367	0.222222222222

3819	1296	36	0.744186046512	0.518518518519	0.488372093023	0.0925925925926	0.93023255814	0.814814814815
3820	81	9	0.211538461538	0.0350877192982	0.0384615384615	0.0	0.0384615384615	0.0
3821	225	15	0.5	0.237288135593	0.5	0.220338983051	0.166666666667	0.0677966101695
3822	100	10	0.391304347826	0.172413793103	0.413043478261	0.206896551724	0.54347826087	0.327586206897

3824	1156	34	0.3	0.0172413793103	0.36	0.0862068965517	0.5	0.155172413793
3825	121	11	0.208333333333	0.0377358490566	0.333333333333	0.132075471698	0.375	0.150943396226
3826	1225	35	0.553191489362	0.203389830508	0.531914893617	0.220338983051	0.382978723404	0.135593220339
3827	49	7	0.268292682927	0.117647058824	0.0487804878049	0.0	0.0487804878049	0.0
3828	576	24	0.31914893617	0.0181818181818	0.765957446809	0.472727272727	0.765957446809	0.581818181818
