article No. 	 Words 	 sentences 	 Luhn Rouge1 	 Luhn Rouge2 	 TextRank-Word_count Rouge1 	 TextRank-Word_count Rouge2 	 TextRank-word2vec Rouge1 	 TextRank-word2vec Rouge2
3000	100	10	0.48	0.183333333333	0.48	0.183333333333	0.54	0.216666666667
3001	289	17	0.636363636364	0.25	0.522727272727	0.160714285714	0.5	0.214285714286
3002	169	13	0.378378378378	0.0769230769231	0.351351351351	0.0769230769231	0.486486486486	0.153846153846
3003	289	17	0.145833333333	0.0555555555556	0.458333333333	0.0740740740741	0.208333333333	0.0555555555556
3004	841	29	0.479166666667	0.186440677966	0.229166666667	0.0	0.416666666667	0.186440677966
3005	225	15	0.418604651163	0.0169491525424	0.488372093023	0.118644067797	0.53488372093	0.118644067797
3006	576	24	0.488888888889	0.181818181818	0.511111111111	0.2	0.6	0.2
3007	625	25	0.446808510638	0.15	0.382978723404	0.15	0.468085106383	0.15
3008	100	10	0.395348837209	0.2	0.46511627907	0.181818181818	0.46511627907	0.236363636364
3009	256	16	0.448979591837	0.333333333333	0.387755102041	0.1	0.734693877551	0.566666666667
3010	25	5	0.0204081632653	0.0	0.0408163265306	0.0	0.0408163265306	0.0
3011	225	15	0.260869565217	0.0740740740741	0.478260869565	0.259259259259	0.826086956522	0.703703703704
3012	289	17	0.413043478261	0.122807017544	0.434782608696	0.140350877193	0.195652173913	0.0
3013	1521	39	0.6	0.224137931034	0.5	0.155172413793	0.6	0.206896551724
3014	289	17	0.5	0.203389830508	0.48	0.118644067797	0.54	0.203389830508
3015	81	9	0.425531914894	0.206896551724	0.0425531914894	0.0	0.0425531914894	0.0
3016	100	10	0.346153846154	0.186440677966	0.442307692308	0.169491525424	0.480769230769	0.203389830508
3017	256	16	0.25	0.0508474576271	0.403846153846	0.0677966101695	0.384615384615	0.118644067797
3018	36	6	0.512820512821	0.346153846154	0.0512820512821	0.0	0.0512820512821	0.0
3019	289	17	0.377777777778	0.0714285714286	0.444444444444	0.0892857142857	0.466666666667	0.321428571429
3020	225	15	0.549019607843	0.338983050847	0.666666666667	0.406779661017	0.509803921569	0.322033898305
3021	441	21	0.528301886792	0.35	0.566037735849	0.383333333333	0.490566037736	0.233333333333
3022	400	20	0.612244897959	0.333333333333	0.530612244898	0.280701754386	0.530612244898	0.333333333333
3023	81	9	0.196078431373	0.0169491525424	0.0392156862745	0.0	0.0392156862745	0.0
3024	81	9	0.142857142857	0.0169491525424	0.0408163265306	0.0	0.0408163265306	0.0
3025	256	16	0.431818181818	0.155172413793	0.477272727273	0.155172413793	0.477272727273	0.137931034483
3026	196	14	0.347826086957	0.237288135593	0.195652173913	0.0169491525424	0.369565217391	0.237288135593
